,song_id,song_name,date_time_played,lyrics
10,0ESJlaM8CE1jRWaNtwSNj8,beibs in the trap,2022-02-22T17:57:44.916Z,"Intro: NAV
That coca

Chorus: NAV
I just poured an eight in a liter
Throw some Jolly Rancher in, make it sweeter
Versace my clothes, I'm with a white ho
And she snortin' three lines like Adidas
Got a black girl rollin' off molly
Got a white bitch snortin' up snow
Say she want real niggas in the party
Parents gon' leave the keys to the condo

Post-Chorus: NAV
Bitch, close the door, there's shit on your nose (That coca)
She said she want more, she said she want more
So I'ma get more, yeah, I'ma get more
Bitch, close the door, there's shit on your nose
She said she want more, she said she want more
So I'ma get more, yeah, I'ma get more

Verse 1: NAV
I just poured an eight in a liter
With a white bitch sniffin' on Bieber
Are you sure you want to party with the demons?
Bitch lookin' for a phone, I ain't seen it
Told Frost bring the water, no Fiji
Free Stix, I'm poured up and I'm leanin'
I got a couple pussy niggas in their feelings
'Cause the main bitch wanna come see me
She said she want more, your girl is a ho
You need to let go, she fucked all my bros
She snortin' the snow (That coca), now she's touchin' her toes
She got Anna Nicole all in her nose
If they kick down the door, we gon' get locked for sure
She said she want more, fuck it, I'ma get more (I'ma get more)

Verse 2: Travis Scott
Nightmare, high-life, sleepy, night-night (Yeah)
Flashes, spotlight, pull up, nice guy (Yeah, yeah)
Help it, peace, peace, peace to– (Yeah)
Bite me, ride me (Yeah), strike me, indict me (Yeah, yeah)
Snipe it, swipe it, rapper, trapper (Ooh, yeah)
I'm lit, light–(Yeah)—nin' (Yeah, bitch, yeah)
White bitch (Bitch), she thick (Bitch)
Pulled out of the hood, Toyota
Drove back to the hood, Lambo' (Ooh)
Crushed Xans, crushed Xans in my soda
Ridin' around the city with my eyes closed (Yeah, yeah)
Crazy Girls got it poppin', AOD got it poppin' (Yeah, yeah)
Tryna text my accountant, ain't no service in the mountains (Straight up)
Won't you come to the bottom? Know you heard a lot about 'em (Yeah)
Heard they take that then they change like a mood ring (Yeah, yeah)
I watched 'em take that then they change like a mood ring
Pulled out of the hood, Toyota
Drove back to the hood, Lambo' (Ooh)
Crushed Xans, crushed Xans in my soda
Ridin' around the city with my eyes closed (Ooh)

Chorus: NAV
I just poured an eight in a liter
Throw some Jolly Rancher in, make it sweeter
Versace my clothes, I'm with a white ho
And she snortin' three lines like Adidas
Got a black girl rollin' off molly (Molly)
Got a white bitch snortin' up snow
Say she want real niggas in the party
Parents gon' leave the keys to the condo

Post-Chorus: NAV &amp; Travis Scott
Bitch, close the door, there's shit on your nose (That coca)
She said she want more, she said she want more
So I'ma get more (Ooh), yeah, I'ma get more (Ooh)
Bitch close the door (Ooh), there's shit on your nose (Ooh)
She said she want more (Ooh), she said she want more (Ooh)
So I'ma get more (Ooh), yeah, I'ma get more

Outro: NAV
Mmm-mmm, mmm-mmm, mmm-mmm, mmm-mmm
Mmm-mmm-mmm, mmm-mmm-mmm
Mmm-mmm-mmm, mmm-mmm-mm"
11,6vnfObZ4Ys70SBAtti1xZ9,COFFEE BEAN,2022-02-22T17:54:09.232Z,"Intro
(This is all)
This is all

Chorus 1
Bad-bad news
I'm just bad, bad news
Good thing, the two
Bonnie and Clyde, the money and who?
It's bad news
Bad, bad for you
But I'm back on the coffee bean (Bean)
Anything in between, yeah (This is all, this is all)
Back of the coffee line
Back, back, back in the bathroom line (This is all)

Verse 1
How would you feel if I had you? (This is all)
Trust me, you would be mad too (This is all)
Shawty, we can be mad cool
Just hit me if anything past due
Your family told you I'm a bad move (This is all)
Plus, I'm already a black dude
Leavin' the bathroom, my hands is half-rinsed
If only a nigga just had sense
Speaking in past tense (This is all)
It's been a week and a half since
We ain't been speaking and that meant
You feeling free in my absence
I've been going through a lot behind this glass tint, yeah
(This is all, this is all)

Chorus 2
Back of the coffee line
Back, back, yeah, back in the bathroom line (This is)
I know they told you I'd be bad for you (This is all)
Don't worry, I'll be back for you
All the money and cars, stripper hoes and the tattoos
Bad news
Back off a coffee bean, reflecting on all you see
(This is all, this is all)

Verse 2
Stressing over award shows
She's stressin' over her wardrobe (This is all)
Bought the mansion on foreclose (This is all)
No matter how many tickets your tour sold
You feel this deep in your torso
Feel like someone's readin' your horoscope (Ooh)
Some shit only me and the Lord knows (Ooh)
SOS is for those who hear this in morse code (Ooh)
Too many doors closed, cul-de-sacs and fork roads (Ooh)
Still ended up at the North Pole
This is where remorse goes (This is all)
This shit'll have you in divorce court (Ooh)
Fighting over your seeds
Fighting over your deeds, sliding over your keys (Ooh)
Alimony and fees (Ooh)
As your lawyer proceeds (Ooh-ooh-ooh)
To give out bad news

Chorus 1
I'm just bad, bad news
Good thing, the two
Bonnie and Clyde, the money and who?
It's bad news
Bad, bad for you
But I'm back on the coffee bean anything in between
(This is all, this is all)
Back of the coffee line
Back, back, back in the bathroom line, yeah (This is all"
12,7wBJfHzpfI3032CSD7CE2m,STARGAZING,2022-02-22T17:49:06.028Z,"Part I

Chorus
Rollin', rollin', rollin', got me stargazin' (Yeah)
Sippin' on purp, feelin' like the Barre Baby (It's lit)
Whatever I downed, it got me goin' crazy (Yah)
Psychedelics got me goin' crazy (Alright)

Post-Chorus
I was hot as hell out in the heat (Yeah, yeah)
Then a storm came in and saved my life
Head up to the sky, down on my knees (Straight up)
Out of nowhere, you came here to save the night
In the nighttime (Woo, yeah)

Verse 1
Rollin', rollin', rollin', got me stargazin' (Roll)
Psychedelics got me goin' crazy (Oh, no)
Niggas femalin', they excellin' (Yeah)
Are they intellin'? (What you tellin'?)
We propellin', up top with Ellen, uh (With the choppers)
Kill the jealous with propane repellent
Got me goin' crazy (It's lit)
On tour, we'll tell 'em, we brought the section (Gang)
They keep on callin' up, it's getting hectic (Brrt)
Like we projected
So we cut the plug, he's interjected (Got me goin' crazy)

Chorus
Rollin', rollin', rollin', got me stargazin' (Yeah)
Sippin' on purp, feelin' like the Barre Baby (It's lit)
Whatever I downed, it got me goin' crazy (Yah)
Psychedelics got me goin' crazy (Alright)

Post-Chorus
I was hot as hell out in the heat (Yeah, yeah)
Then the storm came in and saved my life
Head up to the sky, down on my knees (Straight up)
Out of nowhere, you came here to save the night
In the nighttime (Woo, yeah)

Segue
Got me goin' crazy

Part II

Verse 2: Travis Scott &amp; MC E
Okay, I been up for some days, I ain't got time to lay
Just to drown out all these thoughts, I tried all kind of things
If I take you to my past, you will be traumatized
Got a thousand kids outside that's tryna come alive
'99, took AstroWorld, it had to relocate
Told the dawgs I'd bring it back, it was a seal of faith
Before, no car notes, baby girl, she played the tourist guide
Got the keys into my city, now she know the rides
Got new money, got new problems, got new enemies
When you make it to the top, that's the amenities
Packin' out Toyota like I'm in the league
And it ain't a mosh pit if ain't no injuries
I got 'em stage divin' out the nosebleeds (Alright, alright, alright)
And she hit that booger sugar 'til her nose bleed (Alright, alright, alright)
Bounce that shit forever, she on both knees
She was talkin' 'bout forever, got a whole week (Alright, alright, alright)
Plus she know my baby mama is a trophy
She be throwin' up them B's, feel like we both bleed
She keep my dick jumpin' up, feel like I'm Moby
I'm way too gold for this beef, feel like I'm Kobe, yeah
This right here is astronomical
I see you picked up all my ways, I feel responsible
They tryna say that all my problems is improbable
They keep itchin' at my spirit, I'm diabolical
Ya feel me"
13,0boS4e6uXwp3zAvz1mLxZS,Run Boy Run,2022-02-22T17:06:45.223Z,"Intro

Verse 1
Run, boy, run! This world is not made for you
Run, boy, run! They're trying to catch you
Run, boy, run! Running is a victory
Run, boy, run! Beauty lies behind the hills

Verse 2
Run, boy, run! The sun will be guiding you
Run, boy, run! They're dying to stop you
Run, boy, run! This race is a prophecy
Run, boy, run! Break out from society

Chorus
Tomorrow is another day
And you don't have to hide away
You'll be a man, boy
But for now, it's time to run, it's time to run

Verse 3
Run, boy, run! This ride is a journey to
Run, boy, run! The secret inside of you
Run, boy, run! This race is a prophecy
Run, boy, run! And disappear in the trees

Chorus
Tomorrow is another day
And you don't have to hide away
You'll be a man, boy
But for now, it's time to run, it's time to run

Outro
Tomorrow is another day
And when the night fades away
You'll be a man, boy
But for now, it's time to run, it's time to ru"
14,5g1vtHqi9uV7xtYeCcFOBx,Jesus Walks,2022-02-22T17:03:05.340Z,"Intro
We at war
We at war with terrorism, racism
But most of all we at war with ourselves

Chorus
(Jesus, walk)
God show me the way because the Devil's tryna break me down
(Jesus, walk with me)

Verse 1
You know what the Midwest is? Young and restless
Where restless (Niggas) might snatch your necklace
And next these (Niggas) might jack your Lexus
Somebody tell these (Niggas) who Kanye West is
I walk through the valley of the Chi where death is
Top floor the view alone will leave you breathless *gasps*
Try to catch it *gasps* it's kinda hard
Getting choked by detectives, yeah, yeah, now check the method
They be askin' us questions, harass and arrest us
Sayin' ""We eat pieces of shit like you for breakfast""
Huh? Y'all eat pieces of shit? What's the basis?
We ain't going nowhere but got suits and cases
A trunk full of coke, rental car from Avis
My mama used to say only Jesus can save us
Well mama I know I act a fool
But I'll be gone 'til November, I got packs to move
I hope

Chorus
(Jesus, walk)
God show me the way because the Devil's tryna break me down
(Jesus, walk with me)
The only thing that I pray is that my feet don't fail me now
(Jesus, walk)
And I don't think there's nothin' I can do now to right my wrongs
(Jesus, walk with me)
I wanna talk to God but I'm afraid 'cause we ain't spoke in so long
(Jesus, walk)
God show me the way because the Devil's tryna break me down
(Jesus, walk with me)
The only thing that I pray is that my feet don't fail me now
(Jesus, walk)
And I don't think there's nothin' I can do now to right my wrongs
(Jesus, walk with me)
I wanna talk to God but I'm afraid 'cause we ain't spoke in so long
So long, so long
(Jesus, walk with me)

Verse 2
To the hustlers, killers, murderers, drug dealers, even the scrippers
(Jesus walks for them)
To the victims of welfare feel we livin' in Hell here, hell yeah
(Jesus walks for them)
Now, hear ye, hear ye, want to see Thee more clearly
I know He hear me when my feet get weary
'Cause we're the almost nearly extinct
We rappers is role models: we rap, we don't think
I ain't here to argue about His facial features
Or here to convert atheists into believers
I'm just tryna say the way school need teachers
The way Kathie Lee needed Regis, that's the way I need Jesus
So here go my single, dawg, radio needs this
They say you can rap about anything except for Jesus
That means guns, sex, lies, videotape
But if I talk about God my record won't get played, huh?
Well if this take away from my spins
Which'll probably take away from my ends
Then I hope this take away from my sins
And bring the day that I'm dreamin' about
Next time I'm in the club, everybody screamin' out

Chorus
(Jesus, walk)
God show me the way because the Devil's tryna break me down
(Jesus, walk with me)
The only thing that I pray is that my feet don't fail me now

Produced by Kanye West"
15,30qkA09qh5LY54NUcrdch9,Bombay Leanin',2022-02-22T16:56:43.431Z,"Couldn't get lyrics for Bombay Leanin' by Brenk Sinatra.
"
16,03lqA3UdcJdxAWEwQ5KlBo,Virginia Highway,2022-02-22T16:54:17.070Z,"Couldn't get lyrics for Virginia Highway by Tigerblood Jewel.
"
17,30qkA09qh5LY54NUcrdch9,Bombay Leanin',2022-02-22T15:47:50.845Z,"Couldn't get lyrics for Bombay Leanin' by Brenk Sinatra.
"
18,03lqA3UdcJdxAWEwQ5KlBo,Virginia Highway,2022-02-22T15:45:25.143Z,"Couldn't get lyrics for Virginia Highway by Tigerblood Jewel.
"
19,3jr44coYDIRJ9aFG3QMcww,Another Kind Of Blues,2022-02-22T15:33:45.787Z,"Couldn't get lyrics for Another Kind Of Blues by Fluke.
"
20,5KyUNaYffTjuLIEo2TG2JG,N,2022-02-22T15:29:07.909Z,"Bridge
Champaign toast when we in (nigga I need)
Super fly woman when we in (nigga I need)
Money to the ceiling when we in (nigga I need)
Everybody bowing when we in (nigga I need)

400 years of payback when we in (nigga I need)
5 black maybach when we in (nigga I need)
Everybody real when we in (nigga I need)
The real doc story to begin when we in

Verse 1
160 seconds later New York to Decatur
I squeeze through the crater bringing ignorant flavor
Grabbing on my nuts middle fingers to the haters
Both palms put together getting strength from my savior

No love for a thug wanna be be your self
And if you really live that life don’t put the burner on the shelf
Keep it closer than an enemy tryna get into your business
Remember when you spray don’t never leave out a witness

Witness greatness on track double back and look again
I ain’t perfect but I know to make the best out all my sins
Use it to my advantage and manage to breathe fire again
So when the homies at your door it’s best you let them niggas in

Verse 2
N I g g a z
Me and mine c r a z
The type to catch you flossing the gold and the ap
Leave you butt naked scrambling wondering how could it be

Watch your six don’t depend on a soul to love your soul
I don’t trust a single soul its like my heart is made of cole
Emotions up and down like a stripper working the pole
Be acting solid really a hoe under pressure you gone fold

Better know the vibes or these streets will eat you a live
Move correct for no surprise its simple to coincide
Strap in for the ride to get some white only pie
Keep determination strong and deception stuck in yah eye

When we in

Bridge
Champaign toast when we in (nigga I need)
Super fly woman when we in (nigga I need)
Money to the ceiling when we in (nigga I need)
Everybody bowing when we in (nigga I need)

400 years of payback when we in (nigga I need)
5 black maybach when we in (nigga I need)
Everybody real when we in (nigga I need)
The real doc story to begin when we i"
21,03lqA3UdcJdxAWEwQ5KlBo,Virginia Highway,2022-02-22T15:26:19.878Z,"Couldn't get lyrics for Virginia Highway by Tigerblood Jewel.
"
22,03lqA3UdcJdxAWEwQ5KlBo,Virginia Highway,2022-02-22T15:18:20.286Z,"Couldn't get lyrics for Virginia Highway by Tigerblood Jewel.
"
23,03lqA3UdcJdxAWEwQ5KlBo,Virginia Highway,2022-02-22T15:15:47.033Z,"Couldn't get lyrics for Virginia Highway by Tigerblood Jewel.
"
24,1hkCNM5uGpCL7gRahvmdrc,The Birds and the Bongos,2022-02-22T15:10:55.777Z,"Couldn't get lyrics for The Birds and the Bongos by Pitchy & Scratchy.
"
25,3Dx3cFzn8ah4fWusTmeJiH,Special Forces,2022-02-22T15:05:54.867Z,"Couldn't get lyrics for Special Forces by Shashwat Sachdev.
"
26,03lqA3UdcJdxAWEwQ5KlBo,Virginia Highway,2022-02-22T15:03:52.322Z,"Couldn't get lyrics for Virginia Highway by Tigerblood Jewel.
"
27,03lqA3UdcJdxAWEwQ5KlBo,Virginia Highway,2022-02-22T14:46:04.049Z,"Couldn't get lyrics for Virginia Highway by Tigerblood Jewel.
"
28,03lqA3UdcJdxAWEwQ5KlBo,Virginia Highway,2022-02-22T14:43:35.517Z,"Couldn't get lyrics for Virginia Highway by Tigerblood Jewel.
"
29,6x286HQsHph7S4yKcgINow,Nahimana,2022-02-22T03:21:22.021Z,"Couldn't get lyrics for Nahimana by Rey&Kjavik.
"
